Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","048","Bahrain","5510","Production","02292","Raw milk of goats","2014","2014","tonnes","281","I","Imputed value"
"EI","Emissions intensities","048","Bahrain","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2014","2014","kg CO2eq/kg product","0.5081","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2014","2014","kilotonnes","8.33","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","5510","Production","21115","Meat of sheep, fresh or chilled","2014","2014","tonnes","16393","I","Imputed value"
"EI","Emissions intensities","048","Bahrain","71761","Emissions intensity","02291","Raw milk of sheep","2014","2014","kg CO2eq/kg product","2.4051","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","723113","Emissions (CO2eq) (AR5)","02291","Raw milk of sheep","2014","2014","kilotonnes","0.3295","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","5510","Production","02291","Raw milk of sheep","2014","2014","tonnes","137","I","Imputed value"
"EI","Emissions intensities","048","Bahrain","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2014","2014","kg CO2eq/kg product","0.2266","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2014","2014","kilotonnes","1.1722","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","tonnes","5174","I","Imputed value"
"EI","Emissions intensities","048","Bahrain","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2014","2014","kg CO2eq/kg product","0.5366","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2014","2014","kilotonnes","1.4413","E","Estimated value"
"EI","Emissions intensities","048","Bahrain","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","2686","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","F1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","0.1546","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","530.8574","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","F1718","Cereals excluding rice","2014","2014","tonnes","3434530","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","0113","Rice","2014","2014","kg CO2eq/kg product","0.7941","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","0113","Rice","2014","2014","kilotonnes","41138.3437","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","0113","Rice","2014","2014","tonnes","51806593","A","Official figure"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","90.9811","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kilotonnes","17547.516","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","tonnes","192870","I","Imputed value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","02211","Raw milk of cattle","2014","2014","kg CO2eq/kg product","10.0417","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2014","2014","kilotonnes","8423.01","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","02211","Raw milk of cattle","2014","2014","tonnes","838800","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2014","2014","kg CO2eq/kg product","31.7514","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2014","2014","kilotonnes","6623.3511","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","21116","Meat of goat, fresh or chilled","2014","2014","tonnes","208600","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","02292","Raw milk of goats","2014","2014","kg CO2eq/kg product","2.4803","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2014","2014","kilotonnes","6572.921","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","02292","Raw milk of goats","2014","2014","tonnes","2650000","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","21112","Meat of buffalo, fresh or chilled","2014","2014","kg CO2eq/kg product","392.4916","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","21112","Meat of buffalo, fresh or chilled","2014","2014","kilotonnes","2606.1445","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","21112","Meat of buffalo, fresh or chilled","2014","2014","tonnes","6640","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","02212","Raw milk of buffalo","2014","2014","kg CO2eq/kg product","4.8358","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","02212","Raw milk of buffalo","2014","2014","kilotonnes","169.288","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","02212","Raw milk of buffalo","2014","2014","tonnes","35007","I","Imputed value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2014","2014","kg CO2eq/kg product","72.5238","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2014","2014","kilotonnes","314.7532","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","21115","Meat of sheep, fresh or chilled","2014","2014","tonnes","4340","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","02291","Raw milk of sheep","2014","2014","kg CO2eq/kg product","4.5437","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","02291","Raw milk of sheep","2014","2014","kilotonnes","125.461","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","02291","Raw milk of sheep","2014","2014","tonnes","27612","I","Imputed value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2014","2014","kg CO2eq/kg product","1.5676","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2014","2014","kilotonnes","283.1116","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","tonnes","180600","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2014","2014","kg CO2eq/kg product","2.9299","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2014","2014","kilotonnes","959.2675","E","Estimated value"
"EI","Emissions intensities","050","Bangladesh","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","327410","E","Estimated value"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","F1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","1.2725","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","0.1031","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","F1718","Cereals excluding rice","2014","2014","tonnes","81","E","Estimated value"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","101.9758","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kilotonnes","15.6023","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","tonnes","153","A","Official figure"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","02211","Raw milk of cattle","2014","2014","kg CO2eq/kg product","1.6954","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2014","2014","kilotonnes","8.4192","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","02211","Raw milk of cattle","2014","2014","tonnes","4966","A","Official figure"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2014","2014","kg CO2eq/kg product","43.6759","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2014","2014","kilotonnes","1.2666","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","21116","Meat of goat, fresh or chilled","2014","2014","tonnes","29","I","Imputed value"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2014","2014","kg CO2eq/kg product","28.343","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2014","2014","kilotonnes","2.8343","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","21115","Meat of sheep, fresh or chilled","2014","2014","tonnes","100","A","Official figure"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2014","2014","kg CO2eq/kg product","0.7159","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2014","2014","kilotonnes","10.3031","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","tonnes","14392","A","Official figure"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2014","2014","kg CO2eq/kg product","1.9632","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2014","2014","kilotonnes","4.6449","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","2366","A","Official figure"
"EI","Emissions intensities","052","Barbados","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","1.9889","E","Estimated value"
"EI","Emissions intensities","052","Barbados","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kilotonnes","5.3781","E","Estimated value"
"EI","Emissions intensities","052","Barbados","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","tonnes","2704","A","Official figure"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","F1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","0.2592","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","1791.3448","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","F1718","Cereals excluding rice","2014","2014","tonnes","6911921","E","Estimated value"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","21.0673","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kilotonnes","6225.3959","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","tonnes","295500","A","Official figure"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","02211","Raw milk of cattle","2014","2014","kg CO2eq/kg product","0.8332","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2014","2014","kilotonnes","5571.1535","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","02211","Raw milk of cattle","2014","2014","tonnes","6686800","A","Official figure"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","02292","Raw milk of goats","2014","2014","kg CO2eq/kg product","0.5354","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2014","2014","kilotonnes","8.6197","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","02292","Raw milk of goats","2014","2014","tonnes","16100","A","Official figure"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2014","2014","kg CO2eq/kg product","24.1524","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2014","2014","kilotonnes","24.1524","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","21115","Meat of sheep, fresh or chilled","2014","2014","tonnes","1000","A","Official figure"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2014","2014","kg CO2eq/kg product","0.2091","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2014","2014","kilotonnes","86.1397","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","tonnes","412000","T","Unofficial figure"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2014","2014","kg CO2eq/kg product","1.3417","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2014","2014","kilotonnes","286.858","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","213800","T","Unofficial figure"
"EI","Emissions intensities","112","Belarus","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","1.7145","E","Estimated value"
"EI","Emissions intensities","112","Belarus","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kilotonnes","617.731","E","Estimated value"
"EI","Emissions intensities","112","Belarus","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","tonnes","360300","A","Official figure"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","F1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","0.173","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","533.0345","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","F1718","Cereals excluding rice","2014","2014","tonnes","3080673","E","Estimated value"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","16.6356","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kilotonnes","4286.4844","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","tonnes","257670","A","Official figure"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","02211","Raw milk of cattle","2014","2014","kg CO2eq/kg product","0.6575","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2014","2014","kilotonnes","2425.6473","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","02211","Raw milk of cattle","2014","2014","tonnes","3689440","A","Official figure"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2014","2014","kg CO2eq/kg product","50.0043","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2014","2014","kilotonnes","6.2505","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","21116","Meat of goat, fresh or chilled","2014","2014","tonnes","125","A","Official figure"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","02292","Raw milk of goats","2014","2014","kg CO2eq/kg product","0.274","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2014","2014","kilotonnes","3.3142","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","02292","Raw milk of goats","2014","2014","tonnes","12095","A","Official figure"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2014","2014","kg CO2eq/kg product","14.8489","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2014","2014","kilotonnes","36.2314","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","21115","Meat of sheep, fresh or chilled","2014","2014","tonnes","2440","A","Official figure"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2014","2014","kg CO2eq/kg product","0.2017","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2014","2014","kilotonnes","85.7431","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","tonnes","424997","A","Official figure"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2014","2014","kg CO2eq/kg product","0.6089","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2014","2014","kilotonnes","92.4733","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","151870","E","Estimated value"
"EI","Emissions intensities","056","Belgium","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","1.645","E","Estimated value"
"EI","Emissions intensities","056","Belgium","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kilotonnes","1839.6847","E","Estimated value"
"EI","Emissions intensities","056","Belgium","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","tonnes","1118330","A","Official figure"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","F1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","0.65","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","50.8668","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","F1718","Cereals excluding rice","2014","2014","tonnes","78260","E","Estimated value"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","0113","Rice","2014","2014","kg CO2eq/kg product","0.6956","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","0113","Rice","2014","2014","kilotonnes","11.309","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","0113","Rice","2014","2014","tonnes","16259","A","Official figure"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","116.135","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kilotonnes","179.8931","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","tonnes","1549","A","Official figure"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","02211","Raw milk of cattle","2014","2014","kg CO2eq/kg product","2.6498","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2014","2014","kilotonnes","12.3588","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","02211","Raw milk of cattle","2014","2014","tonnes","4664","A","Official figure"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2014","2014","kg CO2eq/kg product","51.7","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2014","2014","kilotonnes","0.0517","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","21116","Meat of goat, fresh or chilled","2014","2014","tonnes","1","I","Imputed value"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2014","2014","kg CO2eq/kg product","100.625","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2014","2014","kilotonnes","2.8175","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","21115","Meat of sheep, fresh or chilled","2014","2014","tonnes","28","A","Official figure"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2014","2014","kg CO2eq/kg product","0.2276","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2014","2014","kilotonnes","3.9828","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","tonnes","17499","A","Official figure"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2014","2014","kg CO2eq/kg product","1.1826","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2014","2014","kilotonnes","2.9022","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","2454","T","Unofficial figure"
"EI","Emissions intensities","084","Belize","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","3.5214","E","Estimated value"
"EI","Emissions intensities","084","Belize","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kilotonnes","4.8349","E","Estimated value"
"EI","Emissions intensities","084","Belize","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","tonnes","1373","A","Official figure"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","F1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","0.1405","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","207.7279","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","F1718","Cereals excluding rice","2014","2014","tonnes","1478261","E","Estimated value"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","0113","Rice","2014","2014","kg CO2eq/kg product","0.3973","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","0113","Rice","2014","2014","kilotonnes","93.0327","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","0113","Rice","2014","2014","tonnes","234145","A","Official figure"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","57.738","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kilotonnes","2179.2637","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","tonnes","37744","A","Official figure"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","02211","Raw milk of cattle","2014","2014","kg CO2eq/kg product","9.115","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2014","2014","kilotonnes","1003.2513","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","02211","Raw milk of cattle","2014","2014","tonnes","110066","A","Official figure"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2014","2014","kg CO2eq/kg product","64.1018","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2014","2014","kilotonnes","354.9319","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","21116","Meat of goat, fresh or chilled","2014","2014","tonnes","5537","I","Imputed value"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","02292","Raw milk of goats","2014","2014","kg CO2eq/kg product","2.3421","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2014","2014","kilotonnes","59.9429","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","02292","Raw milk of goats","2014","2014","tonnes","25594","I","Imputed value"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2014","2014","kg CO2eq/kg product","61.1788","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2014","2014","kilotonnes","191.4898","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","21115","Meat of sheep, fresh or chilled","2014","2014","tonnes","3130","I","Imputed value"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2014","2014","kg CO2eq/kg product","1.1402","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2014","2014","kilotonnes","14.6328","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","tonnes","12834","A","Official figure"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2014","2014","kg CO2eq/kg product","6.4716","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2014","2014","kilotonnes","87.839","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","13573","A","Official figure"
"EI","Emissions intensities","204","Benin","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kg CO2eq/kg product","20.2851","E","Estimated value"
"EI","Emissions intensities","204","Benin","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","kilotonnes","117.1665","E","Estimated value"
"EI","Emissions intensities","204","Benin","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2014","2014","tonnes","5776","I","Imputed value"
"EI","Emissions intensities","064","Bhutan","71761","Emissions intensity","F1718","Cereals excluding rice","2014","2014","kg CO2eq/kg product","0.0912","E","Estimated value"
"EI","Emissions intensities","064","Bhutan","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2014","2014","kilotonnes","7.7287","E","Estimated value"
